Year,Indicators,Country,Subregion,Statistics
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.92
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,2.29999995231628
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,4.61999988555908
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,65.33
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,75.76
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,8.68000030517578
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,10.6300001144409
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,82.18505447291699
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,5.17000007629395
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,4.32999992370605
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,6.67
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,7.35
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,6.11
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,2.5699999332428
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,5.0
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,64.3
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,74.67
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,8.69999980926514
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,11.1300001144409
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,82.05007824726135
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,3.69000005722046
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,4.23000001907349
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,6.29
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,6.63
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,6.01
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,2.15000009536743
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,4.76999998092651
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,65.95
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,73.85
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,8.77999973297119
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,10.7600002288818
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,84.94165878271838
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,4.15999984741211
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,3.54999995231628
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.52
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.5
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.54
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,1.87000000476837
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,3.83999991416931
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,66.97
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,74.35
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,7.42000007629395
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,9.56999969482422
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,85.99497013517762
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,4.3600001335144
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,4.1399998664856
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.59
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.88
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.33
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,1.95000004768372
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,4.3899998664856
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,66.88
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,76.18
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,7.69999980926514
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,9.61999988555908
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,83.86304314448027
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,3.52999997138977
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,3.74000000953674
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.6
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.53
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.65
2012,Gender pay gap in unadjusted form,Luxembourg,Western Europe,7.0
2013,Gender pay gap in unadjusted form,Luxembourg,Western Europe,6.2
2014,Gender pay gap in unadjusted form,Luxembourg,Western Europe,5.4
2015,Gender pay gap in unadjusted form,Luxembourg,Western Europe,4.7
2016,Gender pay gap in unadjusted form,Luxembourg,Western Europe,3.9
2017,Gender pay gap in unadjusted form,Luxembourg,Western Europe,2.6
2018,Gender pay gap in unadjusted form,Luxembourg,Western Europe,1.4
2019,Gender pay gap in unadjusted form,Luxembourg,Western Europe,1.3
2012,Gender employment gap,Luxembourg,Western Europe,14.4
2013,Gender employment gap,Luxembourg,Western Europe,14.1
2014,Gender employment gap,Luxembourg,Western Europe,12.9
2015,Gender employment gap,Luxembourg,Western Europe,11.7
2016,Gender employment gap,Luxembourg,Western Europe,11.0
2017,Gender employment gap,Luxembourg,Western Europe,7.9
2018,Gender employment gap,Luxembourg,Western Europe,8.0
2019,Gender employment gap,Luxembourg,Western Europe,9.1
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Malta,Southern Europe,1.82000005245209
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Malta,Southern Europe,5.84999990463257
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Malta,Southern Europe,48.81
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Malta,Southern Europe,78.4
2012,"School enrollment, tertiary (% gross)",Malta,Southern Europe,42.4791984558105
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Malta,Southern Europe,6.65999984741211
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Malta,Southern Europe,17.3999996185303
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Malta,Southern Europe,58.12121212121212
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Malta,Southern Europe,2.52999997138977
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Malta,Southern Europe,6.2
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Malta,Southern Europe,7.21
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Malta,Southern Europe,5.6
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Malta,Southern Europe,1.5
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Malta,Southern Europe,6.1399998664856
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Malta,Southern Europe,51.83
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Malta,Southern Europe,79.88
2013,"School enrollment, tertiary (% gross)",Malta,Southern Europe,43.8913688659668
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Malta,Southern Europe,6.3899998664856
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Malta,Southern Europe,18.3899993896484
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Malta,Southern Europe,60.40419161676647
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Malta,Southern Europe,2.48000001907349
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Malta,Southern Europe,6.11
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Malta,Southern Europe,6.14
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Malta,Southern Europe,6.09
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Malta,Southern Europe,1.5900000333786
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Malta,Southern Europe,6.19999980926514
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Malta,Southern Europe,54.04
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Malta,Southern Europe,80.55
2014,"School enrollment, tertiary (% gross)",Malta,Southern Europe,44.3358383178711
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Malta,Southern Europe,6.98000001907349
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Malta,Southern Europe,17.7700004577637
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Malta,Southern Europe,62.16497915425849
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Malta,Southern Europe,2.75999999046326
